row ID,Usage,cleaned_message,date,post_id,channel_name,msg_id
1108,Public,"📍Остановка Героям-Подводникам г. Севастополь. Картина на 2 Февраля 2024. Напоминаем, что вы можете прислать свою новость, фото или видео нам в предложку 👉 @sev92_bot",2024-02-03 08:03:15+00:00,podslushano_92/14226,podslushano_92,14226
1109,Public,"Первый полк с новейшими межконтинентальными баллистическими ракетами ""Сармат"" заступит на боевое дежурство в Ракетных войсках стратегического назначения в декабре 2023 года. Об этом нам сообщил источник, близкий к военному ведомству РФ. Наше агентство не располагает официальным подтверждением этой информации.",2023-11-18 23:02:09+00:00,tass_agency/219273,tass_agency,219273
1110,Public,"В РОССИИ ПРОВЕЛИ ЛЕТНЫЕ ИСПЫТАНИЯ ПРОТОТИПА БАС ВЕРТИКАЛЬНОГО ВЗЛЕТА Специалисты ОКБ Сухого успешно протестировали прототип тяжелого беспилотного воздушного судна вертикального взлета и посадки. На комплексном летном стенде из отечественных комплектующих тестировались алгоритмы управления и работы систем взлета, зависания и посадки. Вертикальные взлет и посадка выполняются за счет подъемных двигателей, размещенных на крыльевых балках. После взлета в работу вступает бензиновый двигатель. Крыло повышает топливную эффективность, а благодаря возможности вертикального взлета не требуется постройка дорогостоящей аэродромной инфраструктуры и взлетно-посадочных полос. Конструкторы ОКБ Сухого ведут работы по созданию принципиально новой беспилотной транспортной системы внеаэродромного базирования (БТС-ВАБ). Новый беспилотник гражданского назначения не требует специально подготовленных площадок и аэродромной инфраструктуры для взлета и посадки. Он будет доставлять грузы самого различного назначения в труднодоступные населенные пункты, где плохо развита транспортная сеть или отсутствуют аэродромы. Взлет, полет по маршруту и посадка выполняются полностью в автоматическом режиме, без непосредственного участия оператора. Однако в случае экстренной ситуации оператор имеет возможность изменить маршрут. Новая беспилотная транспортная система создается для полетов в радиусе 500 км от точки постоянного базирования и будет способна перевозить до 300 кг. Источник: ОАК #времявперёд!",2024-02-19 15:14:29+00:00,vremyavperedrus/3132,vremyavperedrus,3132
1111,Public,"🇷🇺🚀🇺🇦""Ланцет"" уничтожил украинский танк на Артемовском направлении Разведка обнаружила бронетехнику ВСУ, которая нелепо замаскировалась в местном кустарнике. Российский барражирующий боеприпас провёл принудительную утилизацию вражеского танка. @btr80",2024-03-06 10:00:41+00:00,btr80/14977,btr80,14977
1112,Public,"🪂Новый тип мин обнаружен в зоне проведения СВО. В сети распространяется фото с предполагаемыми новыми минами. Судя по всему это НАТОвский новый тип мин, этакий аналог ""лепестка"" приближенный максимально по маскировке к условиям местности с нажимным датчиком. Обнаружили данное устройство в 15-20 км от линии боевых столкновений, что может означать доставку СВУ ракетами или дронами с большим радиусом действия. Следы на корпусе возможно доказывают серийность производства. Будьте внимательны! Меры предосторожности как с любым неизвестным взрывным устройством: оградить, доложить высшему командному составу/уничтожить на месте. Если встречались подобные СВУ пишите на каких направлениях, а также свое предположение о новом СВУ. Дневник Десантника 🇷🇺 Подписаться",2023-11-25 08:47:01+00:00,Ags_Donbass/225229,Ags_Donbass,225229
1113,Public,Военнослужащие подразделений специального назначения ВС РФ продолжают обучать бойцов Ливии с учетом опыта современных вооруженных конфликтов @russian_airborne🇷🇺,2024-01-30 09:11:20+00:00,russian_airborne/3869,russian_airborne,3869
1114,Public,▶️ Филиал Нахимовского военно-морского училища планируют открыть в Мариуполе к сентябрю 2024 года. Об этом сообщили в Минобороны РФ. Образовательное учреждение Минобороны России сможет принять 560 человек. Видео: Минобороны России/ТАСС,2024-01-23 08:30:38+00:00,tass_agency/227597,tass_agency,227597
1115,Public,"Хочется кое-что сказать про вот это видео с ""Рапирой"", приваренной на МТ-ЛБ. В отличие от комментатора по ссылке у меня вопросов к профессионализму авторов ролика об ""уникальной пушке"" нет. У Соловьёва работают матёрые, бывалые высасыватели перемоги из любых подручных предметов. У меня вопрос к тому, что ситуация становится типовой. Вот, пожалуйста, другая такая же установка в войсках, Почему эта реинкарнация ""голожопого ""Фердинанда"", самоходки СУ-76, синхронно начинает ""колхозится"" в разных местах? ""Рапира"" - изначально противотанковая пушка, ничего уникального в оперённых снарядах для гладкоствольной системы нет, всё устроено как у 115-мм и 125-мм танковых пушек. Гладкоствольность+оперённые снаряды вместо нарезного ствола сделаны ради повышения той начальной скорости, с которой ствол выбрасывает бронебойно-подкалиберный ""лом"" для стрельбы прямой наводкой по танкам. Против современных танков ""Рапира"" уже не годится, поэтому сданные в противотанковые батареи батальонов и противотанковые дивизионы бригад работают в основном с закрытых позиций осколочно-фугасными снарядами в поддержку наступающей пехоты по вражеским укрепам. 100-мм снаряд серьёзно уступает 122-мм снаряду ""Гвоздики"" и уж тем более 152-мм снаряду Д-20/2С3 или других шестидюймовых артсистем, но тут вывозит точность ""Рапиры"" на рабочих дистанциях таких ситуаций и, главное, организационная близость, так сказать, этой артиллерии к пехоте. И вот возникает вопрос. Есть на той же самой базе того же тягача МТ-ЛБ 122-мм орудие, штатная самоходка ""Гвоздика"" с пушкой Д-30, тоже очень точное орудие. Зачем колхозить это? Есть и 152-мм самоходки, если нужна мобильность, есть танки со 125-мм, более мощной, гладкоствольной пушкой, если нужна ещё и какая-то устойчивость к ""ответке"". Ответ простой. Значит у тех, кто это всё ""колхозит"", этого всего нет, поэтому и колхозят. Или к этому всему нет снарядов. Или навеска пороха в зарядах лихо плавает. Или стволы изношены настолько, что танки, 122-мм и 152-мм орудия, работающие с закрытых позиций, не могут попасть в цель. А потом ты досматриваешь до того момента, когда в ролике бойцы передают к пушке снаряды и понимаешь, что это кумулятивы. То есть они не по технике вражеской, а по укреплениями вместо ОФСов работают кумулятивными снарядами, заточенными под работу по танкам. Мягко говоря, не то пальто. Да, я помню случай, когда срочно, в течение пары дней буквально, вводили в ""Артблокнот"" на 152-мм Д-20 кумулятивный снаряд, которым можно стрелять с закрытых огневых, и это даст какой-то эффект, и тогда с помощью огня этими ""кумулями"" пехота отбила у укров потерянное было село. Но 100-мм ""кума"" против нормальных укреплений... В общем, выдавать нужду за добродетель можно какое-то время. Но не очень долго. Любой военный специалист, посмотрев на эти ролики с самодельными самоходками, конечно, отдаст должное изобретательности наших вояк, но при этом получит наглядное представление о масштабе проблем с нашей артой. Что ещё сказать? Ждём на выставке ""Армия-2024"" новинку российского ВПК - ""Рапиру"" на МТ-ЛБ, аккуратно приваренную и красиво покрашенную. С каким-нибудь красивым названием. ""100-мм самоходная установка ""Попадос"", например. 57-мм зенитка С-60 на грузовом автомобильном шасси уже прошла примерно за такое же время путь от антикварита, поднятого с хранения и кое-как приколхозенного на грузовик, до ""аналоговнет"".",2023-11-07 17:48:53+00:00,ghost_of_novorossia/17203,ghost_of_novorossia,17203
1116,Public,И снова ювелирная работа «Ланцета». ЧВК «Вагнер» поражает барражирующим боеприпасом «Ланцет» движущийся украинский ЗРК Бук. Видео: @yaremshooter #ланцет,2022-11-07 12:21:36+00:00,dronesday/490,dronesday,490
1117,Public,"Первое применение FPV дрона-камикадзе «ВТ-40» с корабля на море Беспилотная авиация развивается максимальными темпами и сегодня ВС РФ становится лидером как по технологиям, так и по объемам реального применения дронов в боевых условиях. Хотим поблагодарить всех, кто внес и продолжает вносить свой вклад в развитие FPV авиации в Армии России. @sudoplatov_official",2023-12-09 10:03:01+00:00,boris_rozhin/105946,boris_rozhin,105946
1118,Public,Пентагон: американские системы противоракетной обороны в Персидском заливе были приведены в боевую готовность.,2024-01-11 22:42:57+00:00,infantmilitario/117100,infantmilitario,117100
1119,Public,⚡️⚡️СРОЧНО Стратегическая авиация России ✈️09.02 15:20 Сообщается о вылете наших стратегических ракетоносцев. Сразу 8 бортов Ту-95МС направляются для запуска крылатых ракет по вражеским объектам. Фронтовая птичка. Подписаться.,2024-02-09 12:23:06+00:00,frontbird/6365,frontbird,6365
1120,Public,"С 1 января 1966 года танковое КБ (отдел 60) и опытный цех танкового производства (цех 190) Приказом Министра оборонной промышленности №62 от 06.05.65 г. были объединены в самостоятельное предприятие «Харьковское Конструкторское бюро по машиностроению» (ХКБМ). По теме: К 90-ЛЕТИЮ ХКБМ ИМЕНИ А.А. МОРОЗОВА ДОРОГИ И ПОЛИГОНЫ ИСПЫТАНИЙ ХАРЬКОВСКИХ ТАНКОВ Воспоминания ветерана КБ-60М О моей работе в ХКБМ. В.И. Гошков, д.т.н.",2024-01-01 13:10:15+00:00,btvt2019/8869,btvt2019,8869
1121,Public,"🚁Беспилотные летательные аппараты ВКС России скорректировали огонь высокоточного оружия по колонне техники ВСУ. Координаты обнаруженной военной техники ВСУ были переданы на пункт управления, после чего по военной технике был нанесен удар высокоточным вооружением. 🔵@ZOV_FOR_HELP",2023-04-01 06:02:01+00:00,ZOV_FOR_HELP/3204,ZOV_FOR_HELP,3204
1122,Public,🎈 Ультра #лайт_версия (26мб) ⚡️🇷🇺НОВОЕ ОРУЖИЕ РОССИИ на ДЕЛЕ и НА БУМАГЕ против Украины! Видео 327 🎧Аудио в комментариях. ✈️ВИДЕО ПРО КОАЛИЦИЮ.,2024-01-05 20:04:14+00:00,fyodorovkirill/609,fyodorovkirill,609
1123,Public,"Украинские источники утверждают о применении ПКР 3М44 «Прогресс» (П-35) российской армией по цели на территории Украины. Вывод делается на основе габаритов имеющихся обломков и характерной формы крыльев, однако мы однозначного ответа дать не можем. Противокорабельная ракета П-35 в своей модификации 3М44 «Прогресс» была принята на вооружение в 1982 году и способна доставить боевую часть массой до 930 кг на расстояние до 460 км. На текущий момент данные ракеты используются в мобильном варианте на БРК «Редут», а в стационарном варианте на БРК «Утёс» в Крыму. ""Военный Осведомитель""",2024-01-18 19:50:00+00:00,swodki/341353,swodki,341353
1124,Public,"🎞🔔#Выпуск 15 декабря уже можно посмотреть. КАКИЕ ТЕРРИТОРИИ СТАНУТ РОССИЕЙ? ПРОГНОЗЫ ЗАПАДА. УКРАИНУ ПРИГЛАСИЛИ В ЕВРОСОЮЗ? https://rutube.ru/video/1a6023a43294ec73e8c50994aa52bba1/ 🎙➡️Хочешь получить ответ на свой вопрос? Больше прогнозов и аналитики? Подпишись на частный канал. ➡️Подписаться на мой частный канал в боте @DNikotin_bot ❤️Простой перевод на карту, спасибо за любую поддержку. Карта Сбербанка: 4276110017607884 🌏Поддержать из другой страны - https://www.donationalerts.com/r/dmitrynikotin",2023-12-15 13:41:19+00:00,dmitrynikotin/15615,dmitrynikotin,15615
1125,Public,"Днём — минус танк, ночью — минус три опорных пункта ВСУ Бойцы отряда «Шторм» 114-й мотострелковой бригады 1-го АК МО РФ установили «минный шлагбаум» там, где проезжала тяжёлая техника ВСУ. Потеряв бдительность, машинист вражеского танка заехал аккурат в подготовленную ловушку. В итоге боевая машина — минус, личный состав — «трёхсотые». «Он на воздух взлетел, п***а ему!» — отреагировали штурмовики. Наши бойцы привыкли доводить начатое дело до конца и в ночное время вернулись на позицию с огнемётами «Шмель». Три точных выстрела разорвали в щепки дома, в которых находились боевики ВСУ. ZA_FROHT",2024-01-08 05:25:00+00:00,ZA_FROHT/25423,ZA_FROHT,25423
1126,Public,"❗ ОАК передала в войска очередной военно-транспортный самолет Ил-76МД-90А. Самолет изготовлен на Ульяновском авиазаводе. Ил-76МД-90А является глубоко модернизированной версией самолета Ил-76МД и создается из отечественных комплектующих. Он предназначен для перевозки и парашютного десантирования военной техники, личного состава и грузов. «Новый самолет пополнил авиационный полк военно-транспортной авиации (ВТА). Завод выполняет свои обязательства по строительству воздушных судов в рамках производственной программы 2023 года с целью обеспечения ВТА современными транспортниками, востребованными сегодня в войсках. О необходимости существенного увеличения парка Ил-76МД-90А, которые мы изготавливаем, говорил во время недавнего визита на Авиастар Министр обороны России Сергей Шойгу», - отметил директор филиала ПАО «Ил» -Авиастар Сергей Шереметов. @uac_ru",2023-10-18 12:30:17+00:00,uac_ru/1690,uac_ru,1690
1127,Public,"Украинское лобби в ЧФ МГУ И СЕВГУ города Севастополя. Информация дошла до Никиты Михалкова, а это значит уже практически на столе у Президента❗️ Краткое содержание нового выпуска Бесогона ранее озвучивал военный эксперт Борис Рожин: ""В МГУ, где фактически развалили программу подготовки студентов по курсу информационных и гибридных войн начались самоотчисления студентов. Ненормальная ситуация продолжает развиваться. Как ранее уже указывал, по моему мнению здесь имеет место саботаж со стороны ряда сотрудников МГУ. https://t.me/Chestny_Rus/23"" ""Самое смешное в истории с закрытой программой подготовки специалистов по информационной войне в МГУ это то, что на защиту декана встали ""Новая газета"", ""Идель.Реалии"", ""Дождь"" и другие помойки гужующиеся на подкорме у Госдепа и ЦРУ. В связи с этим лишний раз убедился, что в МГУ имеет место не спор ""хозяйствующих субъектов"", а внутренний саботаж, который к тому же получает системную информационную поддержку из-за рубежа. Органам информационной безопасности по хорошему надо заняться этим вопросом. https://t.me/Chestny_Rus/9"" ""Ситуация с известным скандалом в МГУ с закрытием курса гибридных войн продолжает развиваться. Подан запрос в МВД на предмет работы на факультете человека, который находится в федеральном розыске (!), находится в Никарагуа (!) и получает зарплату в МГУ (!). Все чудесатей и чудесатей, подумала Алиса... https://t.me/Chestny_Rus/13"" Этот вопрос полностью пидарилируется вице-губернатором Михеевым. Талантливые студенты, которые так же, как и кадры по управлению военными беспилотниками не находят применению своим знаниям. Молодых патриотов просто душат в ЧФ МГУ. Смотрите внимательно выпуск Бесогона👐 @lazaryewa",2023-12-09 06:16:41+00:00,chp_sevastopol/25405,chp_sevastopol,25405
1128,Public,"Легендарный оружейный конструктор и отец русского пулемета: 2 января родился Василий Дегтярев Василий Алексеевич Дегтярев (1880-1949) — российский и советский конструктор стрелкового оружия, лауреат четырех Сталинских премий, генерал-майор инженерно-артиллерийской службы и доктор технических наук (по совокупности изобретений). Одним из крупнейших достижений конструктора стало создание в 1927 году ручного пулемета ДП, ставшего основным ручным пулеметом РККА до 1945 года. Он создал также и пистолет-пулемет ППД. В годы Великой Отечественной войны Дегтярев сумел в кратчайшие сроки спроектировать противотанковое ружье и наладить его массовое производство для нужд действующей армии. Во многом благодаря изобретениям конструктора РККА удалось приблизить победу в Великой отечественной войне. Жми и читай подробнее на сайте. 📓 Блокнот Россия 🇷🇺",2024-01-02 05:30:02+00:00,bloknot_rossiya/52999,bloknot_rossiya,52999
1129,Public,"Глупая потеря полезного прибора. Мы должны изучать видео россиян, чтобы учиться и не допускать ошибок. Тут видно, как русский FPV поражает украинский контрбататарейный радар Ground Observer 12 от компании Thales. https://armyinform.com.ua/2023/09/01/kontrbatarejnyj-radar-ground-observer-12-nazemnyj-sposterigach-u-vsih-prostorah-polya-boyu/",2024-02-12 13:22:28+00:00,serhii_flash/2218,serhii_flash,2218
1130,Public,"Главное из заявлений Владимира Путина на церемонии подъема военно-морских флагов на атомных подводных крейсерах «Император Александр III» и «Красноярск»: ▪️Россия последовательно оснащает свой ВМФ самой современной техникой и вооружением, увеличивает серийное производство; ▪️Работа по повышению военно-морской мощи России, безусловно, будет продолжена; Россия количественно укрепит боеготовность ВМФ. Все планы по строительству подводных и надводных кораблей будут выполнены. ▪️Подводные ракетоносцы «Император Александр III» и «Красноярск» уже скоро начнут нести вахту на Тихоокеанском флоте; ▪️Сейчас строятся пять подводных лодок проекта «Ясень-М», атомный крейсер «Архангельск» – на завершающем этапе; ▪️«Севмаш» в ближайшие годы спустит на воду и передаст ВМФ еще три стратегических ракетоносца класса «Борей-А».",2023-12-11 12:29:51+00:00,vzglyad_ru/90476,vzglyad_ru,90476
1131,Public,🇷🇺🇺🇦1 танковая армия выбивает всушников из опорника на Купянском направлении @natoptish Подписаться на канал,2023-11-04 16:49:50+00:00,rsotmdivision/11813,rsotmdivision,11813
1132,Public,"❗️Новый сброс с отрывным элементом. Наши инженеры не дремлют, постоянно улучшают продукцию НЦБС, разрабатывают что-то новое. Последние пару недель работали над новым сбросом. ▪️Его основная часть крепится к коптеру, а отрывной элемент - к снаряду. ▪️При подлёте к цели по сигналу с пульта отрывная часть легко отходит от основной. ▪️При возвращении коптера на базу легко крепим следующий снаряд и без лишних временных затрат отправляем снова в работу. Подробнее смотрите в видео 👀",2023-10-17 07:32:31+00:00,ncbs18/403,ncbs18,403
1133,Public,"📚 В настоящее время на факультете географии и геоинформатики БГУ проходит международный семинар по теме ""Беспилотные технологии и практики их применения. Аэрофотосъемка. Наземное, мобильное и воздушное лазерное сканирование"". Там много интересного. Ссылка на прямую трансляцию: https://youtu.be/kz4fGRQ7ecU Подробнее о семинаре: https://geo.bsu.by/index.php/glavnye-novosti.html?view=article&id=1683:bespilotnye-tekhnologii-i-praktiki-ikh-primeneniya-aerofotos-emka-nazemnoe-mobilnoe-i-vozdushnoe-lazernoe-skanirovanie&catid=124 @Drones_Belarus",2022-10-27 12:26:07+00:00,Drones_Belarus/234,Drones_Belarus,234
1134,Public,"О снайперской винтовке ORSIS T-5000М На фото боевая работа снайперской пары в зоне СВО Тактические снайперские винтовки ORSIS T-5000М предлагаются в двух базовых вариантах: - со стандартной затворной группой под патрон .308 (7,62 × 51 мм) - с удлиненной затворной группой под патрон .338 (8,6 × 70 мм) / патрон .300 Winchester Magnum (7,62 × 67 мм) Стоит отметить, что во всех перечисленных калибрах винтовки ORSIS T-5000М в реальных полевых условиях обеспечивают очень высокую и стабильную кучность стрельбы. Хочется также сказать, что это не какой-то тестовый вариант винтовки, а крайне опытный серийный образец, используемый повсеместно. Она существует еще с 2011 года, была не один раз модернизирована, пользуется большим спросом как в зоне СВО, так и в структурных и силовых ведомствах (например, помимо использования в ВС РФ, ее также поставляют в МВД). ⚙️ Основные ТТХ: ► Кучность: менее 0,5 МОА. ► Масса: до 6,2 кг ► Эффективная дальность стрельбы: 800/1500 м в зависимости от калибра ► Длина: 1297 мм ► Магазин: 5 патронов Инженерия войны⚔️",2023-12-28 10:01:34+00:00,binary_glasses/1679,binary_glasses,1679
1135,Private,"Выучиться на токаря, поработать на станке, а затем перейти в монтажники электрооборудования летательных аппаратов – согласитесь, довольно крутой карьерный поворот. Но за все время на Иркутском авиационном заводе Павел Полевик, удостоенный в этом году звания «Лучший рабочий по профессии», о своем выборе не пожалел ни разу На завод Павел пришел после армии в 2011 году. Выучился на токаря, первые шаги делал в цехе 227. Впоследствии перешел в цех 207 на участок вооружения, где начинал учеником монтажника электрооборудования. За 10 лет работы там Павел освоил немало тонкостей, а чуть больше года назад принял решение попробовать силы на участке, который отвечает за сборку навесного оборудования – пилонов, переходных балок, встроенных специальных установок. – Из цехов АСП по ВАТ и от коллег по кооперации агрегаты поступают на наш участок, – рассказывает Павел. – Здесь мы их разбираем, тщательно очищаем от остатков смазки. Далее согласно конструкторской документации прокладываем между механизмами электрожгуты, провода, шланги. Монтируем сложное электрооборудование – различные переключатели, трансформаторы, блоки управления. Павел «читает» монтажные и принципиальные схемы, разбирается в электрооборудовании разных моделей самолетов производства ИАЗ, диагностирует и устраняет неисправности. Как говорит наш герой, профессия не из простых, но он ее любит и менять не собирается.",2023-10-21 08:03:00+00:00,uac_ru/1699,uac_ru,1699
1136,Private,"ВСУ сегодня потеряли много техники и личного состава в приграничье. Но самое главное не танки и БМП, а очень дефицитные инженерные машины. И всё ради лайков. Однако это ещё не конец и они готовятся к новым накатам. Наши бойцы всё видят, знают и готовы. @NeoficialniyBeZsonoV",2024-03-12 20:13:08+00:00,NeoficialniyBeZsonoV/33969,NeoficialniyBeZsonoV,33969
1137,Private,"Новый дрон. В России создали дрон-конвертоплан ""Ловкий"" для разведки и корректировки огня. Он может разгоняться до 200 км/ч, его дальность полета и передачи данных - до 50 км, высота полета - до 5 км, продолжительность полета - 1,5 часа. ""Ловкий"" в 2,5 раза лучше по скорости и дальности, чем любой дрон, работающий в зоне спецоперации! Инженеры ЧФ 🇷🇺 ⚓️- подпишись",2024-01-26 07:19:00+00:00,inzheneryChMFlot/20845,inzheneryChMFlot,20845
1138,Private,"Оперативные карты продвижения ВС РФ у Марьинки, Авдеевки, Купвнска и Бахмута по версии западных аналитиков. @belarusian_silovik",2023-12-13 21:14:58+00:00,belarusian_silovik/27056,belarusian_silovik,27056
1139,Private,"#ПТУРСы_и_ПТУРы Редкий самоходный ПТРК 9П148 на шасси БРДМ-2, с ракетами 9М111М ""Фактория"", ВСУ. Боекомплект может составлять от 10 до 20 ракет, типа 9М111 и 9М113. Второе видео: Самоходный ПТРК 9П148 на шасси БРДМ-2, на полигоне во время учений украинской армии в 2022 году.",2024-02-16 07:30:12+00:00,Artillery_Artillery/19685,Artillery_Artillery,19685
1140,Private,"Шок контент! Ведущий программы ""Военная приемка"" цель 🎯 для операторов БпЛА армии России Подпишись: https://t.me/+CXIbb4S1Sh81ZTUy",2023-08-18 14:48:54+00:00,DroneStory/54,DroneStory,54
1141,Private,"ОАК запатентовала сверхзвуковой многофункциональный самолет тактической авиации. ""Изобретение относится к области авиации, а именно к многофункциональным двухместным малозаметным самолетам тактической авиации, и предназначено для обнаружения и поражения воздушных, надводных и наземных целей на сверх- и дозвуковых скоростях полета в широком диапазоне высот, а также выступающее воздушным командным пунктом управления при сетеориентированных действиях смешанных групп самолетов"", — говорится в документе Объединенной авиастроительной корпорации. Согласно описанию самолета к патенту, которое имеется в распоряжении нашего агентства, наиболее близкими к изобретению являются самолеты семейства Су-30МК, с которыми оно будет иметь ряд общих признаков и, соответственно, характеристик.",2023-11-19 12:20:11+00:00,tass_agency/219322,tass_agency,219322
1142,Private,🇺🇦 В структуре ВСУ планируется создание сил беспилотных систем как отдельного рода войск (сил). @poisk_mil,2024-02-07 06:05:40+00:00,poisk_mil/7863,poisk_mil,7863
1143,Private,"Кадры брошенного в поселке Победа (освобожден сегодня российскими войсками) немецкого ""Леопарда"". Экипаж выбирается из поврежденного танка. Как пишут, брошенный в поселке танк был захвачен нашими войсками и утащен в тыл. Так что на форуме ""Армия 2024"" в этом году пока не хватает только ""Челлинджера"". Ну и ""Абрамса"", если они вообще когда-нибудь доедут до фронта. https://t.me/lost_armour/2152",2024-02-21 18:55:50+00:00,boris_rozhin/113923,boris_rozhin,113923
1144,Private,"Добрый день друзья! Вот таким материалом, поделился с нами уважаемый Алексей Рогозин. Который лично и с соратниками, проделывает огромную работу по переводу вражеских методичек в четкий, понятный и структурированный текст на русском языке. Спасибо! Ссылка на канал прилагается. Рекомендую. https://t.me/svo_institute",2022-12-21 08:35:15+00:00,svo_institute/72,svo_institute,72
1145,Private,🎥🚁🇷🇺Кадры боевой работы ударных вертолётов Ка-52 ВКС России неуправляемыми ракетами с кабрирования по позициям украинских формирований на Донецком направлении💥 #ВСРФ #ВКСРФ #Ка52 #Позиции #ВСУ #ЗСУ #СВО,2024-03-06 07:16:59+00:00,Ukr_G_M/34489,Ukr_G_M,34489
1146,Private,"Удары ФАБом по скоплению противника на Авдеевке. Подвальные, выходим. Либо сдаемся, либо вмираем. @rusich_army Это еще ночные.",2024-02-17 14:48:54+00:00,boris_rozhin/113317,boris_rozhin,113317
1147,Private,"В рассказе украинских пленных стоит обратить внимание, пожалуй, вот на что. Их позиции русская армия накрывала артиллерией 40 минут. Дальше всушники просто сдались штурмовой группе. Судя по свежим бинтам - а вся форма в пыли - наши же их и перевязали. Язык. Они говорят на обычном русском языке. Видно, что это язык их повседневного общения. Повторю в который раз. Украинец это политический выбор. Не более того. Этнически это все русские люди. Хоть и с украинскими паспортами. И третье. Командования они ни разу в окопах не видели. Офицеров своих не видели на передовой. То есть взводами командуют сержанты или старшие солдаты. Не потому что нет офицеров. Потому что офицеры не считают нужным быть с своим подразделением. https://t.me/SolovievLive/240883",2024-02-17 14:28:51+00:00,GorInformburo/33275,GorInformburo,33275
1148,Private,"🔹 Новый ручной пулемет РПЛ-20 в ближайшее время пройдет гос. испытания Об этом заявило информационное агентство ТАСС Новый ручной пулемет уже был представлен несколькими годами раннее, однако только сейчас стало известно, что он был доработан и готов к испытаниям. В случае успешного тестирования согласно всем требованиям к стрелковому оружию подобного класса, его могут принять на вооружение и отправить в спец.подразделения ВС РФ и ФСБ. К слову о пулемете, это полностью автоматический ручной пулемет с ленточным питанием, разработан на основе РПЛ-16. Имеет открытый, поворотный затвор и газовый поршнем с длинным ходом. Также имеет сменные стволы разной длины, что позволяет менять их в зависимости от решаемых задач, а также в случае перегрева. Производитель планирует также запустить несколько моделей изделия калибром 7,62 мм и 5,56 мм. ⚙️ Основные ТТХ: ► Масса: 5,5 кг ► Длина: 1085—1145 ► Калибр: 5,45×39 мм ► Скорострельность: 700 выстр./мин ► Лента: 100 патронов Инженерия войны⚔️",2024-01-20 06:48:49+00:00,binary_glasses/1740,binary_glasses,1740
1149,Private,"Литва получит из США боевые беспилотники в 2024 году Боевые беспилотные летательные аппараты (БПЛА) Switchblade 600 (""Свитчблейд 600"") поступят в Литву из США в 2024 году. Об этом сообщает ТАСС со ссылкой на Минобороны балтийской республики. ""Мы станем первой после самих США страной, на вооружение армии которой будут поставлены новые беспилотники, которые значительно укрепят наши возможности по защите передислокации подразделений"", — приводятся в сообщении слова главы военного ведомства Арвидаса Анушаускаса, находящегося с визитом в США. Вместе с беспилотными аппаратами Литва получит оборудование по запуску и управлению ими, поддерживающие технические пакеты и симуляторы для обучения персонала. aviaru.net/n264774",2023-12-03 08:40:10+00:00,aviaru_uav/1900,aviaru_uav,1900
